RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount,TPN_ID
80,Athletics,7700,204776,"MARSH USA, INC",P O BOX 281915,,ATLANTA,GA,30384,10827,80-7700-204776
81,University Center for Social & Urban Research,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,2797,81-6000-100877
81,University Center for Social & Urban Research,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,7671,81-6000-185133
81,University Center for Social & Urban Research,6000,187673,SAWTOOTH TECHNOLOGIES,1007 CHURCH STREET,SUITE 402,EVANSTON,IL,60201-0000,7520,81-6000-187673
81,University Center for Social & Urban Research,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,3300,81-6000-262228
81,University Center for Social & Urban Research,6000,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,1891,81-6000-262518
81,University Center for Social & Urban Research,6000,350016,TIMECLOCK PLUS LLC,PO BOX 913377,,DENVER,CO,80291-3377,1210,81-6000-350016
81,University Center for Social & Urban Research,6000,458585,FRONTIERS MEDIA SA,SCIENCE PARK PSE-D,,LAUSANNE,,CH-1015,1900,81-6000-458585
81,University Center for Social & Urban Research,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,1015,81-6000-521322
81,University Center for Social & Urban Research,6000,612139,CARTOLINA,PCARD,,,BC,000000000,9633,81-6000-612139
81,University Center for Social & Urban Research,6000,628000,PRINTERLOGIC,PCARD,,,MI,486580000,1323,81-6000-628000
81,University Center for Social & Urban Research,6400,496300,AGING INSTITUTE OF UPMC SENIOR SERVICES,FORBES TOWER #10055B,200 LOTHROP ST,PITTSBURGH,PA,15213,50000,81-6400-496300
83,General University,6000,204776,"MARSH USA, INC",P O BOX 281915,,ATLANTA,GA,30384,1135,83-6000-204776
83,General University,6400,135998,"NESTOR, PETER W",2206 MANORDALE DRIVE,,EXPORT,PA,15632,90000,83-6400-135998
83,General University,6400,149540,PITTSBURGH TECHNOLOGY CENTER ASSOCIATION,C/O URBAN REDEVELOPMENT AUTHORITY,OF PITTSBURGH,PITTSBURGH,PA,15219,13089,83-6400-149540
83,General University,6400,538082,"BAKER TILLY VIRCHOW KRAUSE, LLP",PO BOX 7398,,MADISON,WI,53707-7398,7000,83-6400-538082
83,General University,6400,677521,RISKONNECT CLEARSIGHT LLC,PO BOX 1500,,CAROL STREAM,IL,60132-1515,45157,83-6400-677521
83,General University,6900,402967,ALLSUP,300 ALLSUP PLACE,,BELLEVILLE,IL,62223-8626,8600,83-6900-402967
83,General University,7000,103658,DUQUESNE LIGHT COMPANY,PO BOX 830012,,BALTIMORE,MD,21283-0012,7043,83-7000-103658
83,General University,7000,109274,PWSA,PO BOX 747055,,PITTSBURGH,PA,15274-7055,2029,83-7000-109274
83,General University,7000,434770,PEOPLES NATURAL GAS,PO BOX 9037,,ADDISON,TX,75001-9037,2189,83-7000-434770
83,General University,7300,112324,WEBSTER OFFICE ASSOCIATES,4415 5TH AVE,,PITTSBURGH,PA,15213,721789,83-7300-112324
83,General University,7300,206914,KHALIL & SADIE KHALIL,4136 BIGELOW BOULEVARD,,PITTSBURGH,PA,15213,67140,83-7300-206914
83,General University,7300,531222,FAPD LLC,761 OSAGE ROAD,,PITTSBURGH,PA,15243,201154,83-7300-531222
83,General University,7700,204776,"MARSH USA, INC",P O BOX 281915,,ATLANTA,GA,30384,4335280,83-7700-204776
83,General University,7700,368711,AON RISK SERVICES CENTRAL INC,1650 MARKET,SUITE 1000,PHILADELPHIA,PA,19103,2310846,83-7700-368711
83,General University,7700,375624,"EMPLOYMENT BACKGROUND INVESTIGATIONS, IN",PO BOX 69200,,BALTIMORE,MD,21264-9200,7289,83-7700-375624
83,General University,7700,492087,"ARTHUR J GALLAGHER RISK MGMT SVCS, INC",P.O. BOX 71164,,CHICAGO,IL,60694-1164,471901,83-7700-492087
83,General University,7700,694826,SAFETYFIRST SYSTEMS LLC,1055 PARSIPPANY BLVD,,PARSIPPANY,NJ,07054,3936,83-7700-694826
85,SOMD Administration,6000,100369,ALLENTOWN INC,165 RT 526,,ALLENTOWN,NJ,08501,10640,85-6000-100369
85,SOMD Administration,6000,100802,ANCARE CORP,BOX 814,,BELLMORE,NY,11710,110512,85-6000-100802
85,SOMD Administration,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,14575,85-6000-100877
85,SOMD Administration,6000,100897,AQUA FILTER FRESH INC,PO BOX 14128,,PITTSBURGH,PA,15239-0128,1064,85-6000-100897
85,SOMD Administration,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,2553,85-6000-101243
85,SOMD Administration,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,18030,85-6000-101489
85,SOMD Administration,6000,101490,BIO-SERV,"3 FOSTER LANE, SUITE 201",,FLEMINGTON,NJ,08822,203688,85-6000-101490
85,SOMD Administration,6000,101738,BRAINTREE SCIENTIFIC INC,PO BOX 850498,,BRAINTREE,MA,02185,1613,85-6000-101738
85,SOMD Administration,6000,102202,CAYMAN CHEMICAL CO,690 KMS PL,,ANN ARBOR,MI,48108,2712,85-6000-102202
85,SOMD Administration,6000,102368,CHARLES RIVER LABORATORIES INC,PO BOX 3869,,BOSTON,MA,02241,42717,85-6000-102368
85,SOMD Administration,6000,102594,TAKARA BIO USA INC,22319 NETWORK PLACE,,CHICAGO,IL,60673-1223,40325,85-6000-102594
85,SOMD Administration,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,256476,85-6000-103356
85,SOMD Administration,6000,103536,DOBIL LABS INC,1661 EAST SUTTER ROAD,,GLENSHAW,PA,15116,2489,85-6000-103536
85,SOMD Administration,6000,103565,DORMONT APPLIANCE CENTER,2875 W LIBERTY AVE,,PITTSBURGH,PA,15216,6587,85-6000-103565
85,SOMD Administration,6000,103894,ELMER'S AQUARIUM INC,4005 WILLIAM PENN HWY,,MONROEVILLE,PA,15146,5572,85-6000-103894
85,SOMD Administration,6000,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,9928,85-6000-104219
85,SOMD Administration,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,545867,85-6000-104257
85,SOMD Administration,6000,104309,FOLLETT CORP,91826 COLLECTION CENTER DRIVE,,CHICAGO,IL,60693-0918,4029,85-6000-104309
85,SOMD Administration,6000,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,107054,85-6000-104384
85,SOMD Administration,6000,105631,INDUSTRIAL PUMP AND MOTOR REPAIR,1642 BUTLER PLANK RD,PO BOX 255,GLENSHAW,PA,15116,11633,85-6000-105631
85,SOMD Administration,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,1574,85-6000-105965
85,SOMD Administration,6000,106302,KELLY DRY ICE CO INC,590 JACKS RUN RD,,PITTSBURGH,PA,15202,20589,85-6000-106302
85,SOMD Administration,6000,107647,MILTENYI BIOTEC INC,251 AUBURN RAVINE RD,STE 205,AUBURN,CA,95603,1457,85-6000-107647
85,SOMD Administration,6000,107753,MOPEC INC,13640 ELMIRA ST,,DETROIT,MI,48227,3128,85-6000-107753
85,SOMD Administration,6000,108186,NEW ENGLAND BIOLABS,32 TOZER ROAD,,BEVERLY,MA,01915,3316,85-6000-108186
85,SOMD Administration,6000,109056,PHARMACAL RESEARCH LABORATORIES,PO BOX 369,,NAUGATUCK,CT,06770-0369,88935,85-6000-109056
85,SOMD Administration,6000,109066,PHENOMENEX INC,PO BOX 749397,,LOS ANGELES,CA,90074-9397,1552,85-6000-109066
85,SOMD Administration,6000,109409,PRAXAIR,PO BOX 417518,,BOSTON,MA,02241-7518,38119,85-6000-109409
85,SOMD Administration,6000,109530,PROMEGA CORP,PO BOX 689768,,CHICAGO,IL,60695-9768,1280,85-6000-109530
85,SOMD Administration,6000,109607,QIAGEN INC,P.O. BOX 5132,,CAROL STREAM,IL,60197-5132,17481,85-6000-109607
85,SOMD Administration,6000,111239,TACONIC BIOSCIENCES INC,273 HOVER AVE,,GERMANTOWN,NY,12526,24178,85-6000-111239
85,SOMD Administration,6000,111330,TENNANT SALES AND SERVICE CO,PO BOX 71414,,CHICAGO,IL,60694-1414,1611,85-6000-111330
85,SOMD Administration,6000,111392,THOMAS SCIENTIFIC,PO BOX 536750,,PITTSBURGH,PA,15253-5909,3631,85-6000-111392
85,SOMD Administration,6000,111524,T R LAST CO INC,BOX 142 BAKERSTOWN RD,,GIBSONIA,PA,15044,1152369,85-6000-111524
85,SOMD Administration,6000,111667,ULINE,PO BOX 88741,,CHICAGO,IL,60680-1741,92340,85-6000-111667
85,SOMD Administration,6000,112096,VECTOR SECURITY,30 INGOLD ROAD,,BURLINGAME,CA,94010,4486,85-6000-112096
85,SOMD Administration,6000,112285,WATERS TECHNOLOGIES CORP,PO BOX 101066,,ATLANTA,GA,30392,16442,85-6000-112285
85,SOMD Administration,6000,112585,WITT PEST MANAGEMENT,3351 BIGELOW BLVD,,PITTSBURGH,PA,15219,3528,85-6000-112585
85,SOMD Administration,6000,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,35227,85-6000-115104
85,SOMD Administration,6000,117323,MCMASTER-CARR SUPPLY CO,200 AURORA INDUSTRIAL PKY,,AURORA,OH,44202-8087,3615,85-6000-117323
85,SOMD Administration,6000,117596,OWENS & MINOR INC,PO  BOX 339,STUART PLAZA,GREENSBURG,PA,15601,1343,85-6000-117596
85,SOMD Administration,6000,118953,SIGMA-ALDRICH INC,PO BOX 535182,,ATLANTA,GA,30353-5182,14555,85-6000-118953
85,SOMD Administration,6000,120957,VOYAGER FLEET SYSTEMS INC,PO BOX 790049,,HOUSTON,TX,77279-0049,6918,85-6000-120957
85,SOMD Administration,6000,123191,PATTERSON VETERINARY SUPPLIES,13510 NW US HWY 441,DEA# RW0277649,ALACHUA,FL,32615,10717,85-6000-123191
85,SOMD Administration,6000,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,90339,85-6000-137880
85,SOMD Administration,6000,160418,THOREN CAGING SYSTEMS INC,815 WEST SEVENTH ST,,HAZLETON,PA,18201,2827,85-6000-160418
85,SOMD Administration,6000,162254,"ALLEGHENY SUPPLY AND MAINTENANCE CO, INC",PO BOX 186,,DUNCANSVILLE,PA,16635,161558,85-6000-162254
85,SOMD Administration,6000,163005,MEDLINE INDUSTRIES INC,ONE MEDLINE PLACE,,MUNDELEIN,IL,60060-4486,733012,85-6000-163005
85,SOMD Administration,6000,181747,LIFE ASSIST INC,11277 SUNRISE PARK DRIVE,,RANCHO CORDOVA,CA,95742,6337,85-6000-181747
85,SOMD Administration,6000,183050,LEICA MICROSYSTEMS INC,2345 WAUKEGAN ROAD,,BANNOCKBURN,IL,60015,21741,85-6000-183050
85,SOMD Administration,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,34857,85-6000-185133
85,SOMD Administration,6000,186425,NEWCOMER SUPPLY,2505 PARVIEW ROAD,,MIDDLETON,WI,53562-0000,1505,85-6000-186425
85,SOMD Administration,6000,186453,STATLAB MEDICAL PRODUCTS INC,PO BOX 678056,,DALLAS,TX,75267-8056,1254,85-6000-186453
85,SOMD Administration,6000,202356,OTTO ENVIRONMENTAL LLC,11015 W LAYTON AVE STE A,,GREENFIELD,WI,53228,31011,85-6000-202356
85,SOMD Administration,6000,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,78995,85-6000-202421
85,SOMD Administration,6000,212073,SUNRAY ELECTRIC SUPPLY CO,PO BOX 489,,MCKEESPORT,PA,15134-0489,11705,85-6000-212073
85,SOMD Administration,6000,213493,KROFF CHEMICAL COMPANY INC,PO BOX 76710,,CLEVELAND,OH,44101-6500,3143,85-6000-213493
85,SOMD Administration,6000,214856,THAT FISH PLACE/THAT PET PLACE,237 CENTERVILLE ROAD,,LANCASTER,PA,17603,5902,85-6000-214856
85,SOMD Administration,6000,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,38717,85-6000-215353
85,SOMD Administration,6000,219254,ANDERSEN PRODUCTS INC,3202 CAROLINE DRIVE,,HAW RIVER,NC,27258-9575,7773,85-6000-219254
85,SOMD Administration,6000,220105,CELL SIGNALING TECHNOLOGY,PO BOX 3843,,BOSTON,MA,02241-3843,15696,85-6000-220105
85,SOMD Administration,6000,224022,JORDAN BANANA CO.,203 WASHINGTON AVE,PO BOX 495,DRAVOSBURG,PA,15034,104135,85-6000-224022
85,SOMD Administration,6000,225573,ALTERNATIVE DESIGN MFG,PO BOX 6330,,SILOAM SPRINGS,AR,72761-6330,21174,85-6000-225573
85,SOMD Administration,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,9155,85-6000-230595
85,SOMD Administration,6000,242801,MCKESSON MEDICAL SURGICAL INC,PO BOX 933027,,ATLANTA,GA,31193-3027,6314,85-6000-242801
85,SOMD Administration,6000,244536,KNOWLEDGE SHARING SYSTEMS,PO BOX 369,ACCOUNTS PAYABLE,CARY,NC,27512,10000,85-6000-244536
85,SOMD Administration,6000,247809,GLOBAL INDUSTRIAL EQUIPMENT,2505 MILL CENTER PKWY,,BUFORD,GA,30518-3700,1662,85-6000-247809
85,SOMD Administration,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,174175,85-6000-248635
85,SOMD Administration,6000,260922,BIOCARE MEDICAL LLC,4040 PIKE LN.,,CONCORD,CA,94520,2239,85-6000-260922
85,SOMD Administration,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,8128,85-6000-262228
85,SOMD Administration,6000,267542,NEW OBJECTIVE INC,2 CONSTITUTION WAY,,WOBURN,MA,01801-1023,2084,85-6000-267542
85,SOMD Administration,6000,274007,VWR INTERNATIONAL,405 HERON DRIVE,,BRIDGEPORT,NJ,08014,23265,85-6000-274007
85,SOMD Administration,6000,285126,YSI INC,26717 NETWORK PL,A XYLEM BRAND,CHICAGO,IL,60673-1267,2829,85-6000-285126
85,SOMD Administration,6000,291202,AQUANEERING INC,7960 STROMESA CT,,SAN DIEGO,CA,92126,74322,85-6000-291202
85,SOMD Administration,6000,291384,ANIMAL CARE SYSTEMS INC,7086 SOUTH REVERE PARKWAY,,CENTENNIAL,CO,80112,10789,85-6000-291384
85,SOMD Administration,6000,301179,AIRGAS,1403 S VALLEY CENTER DRIVE,,BAY CITY,MI,48706,10647,85-6000-301179
85,SOMD Administration,6000,301759,EMBARCADERO TECHNOLOGIES INC,PO BOX 735210,,DALLAS,TX,75373-4753,8430,85-6000-301759
85,SOMD Administration,6000,302470,ILLUMINA INC,12864 COLLECTION CENTER DR,,CHICAGO,IL,60693,756437,85-6000-302470
85,SOMD Administration,6000,302956,TAKARA BIO USA,510 CHARMANY DR SUITE 273,,MADISON,WI,53719,16199,85-6000-302956
85,SOMD Administration,6000,307102,PSI PACKAGING SERVICES INC,2245 INDUSTRIAL DR,,CONNELLSVILLE,PA,15425,69370,85-6000-307102
85,SOMD Administration,6000,310846,UPMC PRESBYTERIAN/SHADYSIDE,PO BOX 30099,,COLLEGE STATION,TX,77842-3099,18618,85-6000-310846
85,SOMD Administration,6000,311513,ARAMARK,BCEC,415 SUMMER STREET,BOSTON,MA,02210,1998,85-6000-311513
85,SOMD Administration,6000,315540,BIOLEGEND INC,PO BOX 102100,,PASADENA,CA,91189-2100,1063,85-6000-315540
85,SOMD Administration,6000,318163,EUTHANEX CORP,PO BOX 3544,,PALMER,PA,18043-3544,22224,85-6000-318163
85,SOMD Administration,6000,319678,PERKINELMER GENETICS INC,PO BOX 101668,,ATLANTA,GA,30392-1668,42978,85-6000-319678
85,SOMD Administration,6000,324632,PRODUCTION AUTOMATION CORP,6200 BURY DRIVE,,EDEN PRAIRIE,MN,55346,1791,85-6000-324632
85,SOMD Administration,6000,326935,GENERAL ANESTHETIC SERVICE INC,1900 SLEEPY HOLLOW ROAD,,SOUTH PARK,PA,15129,2300,85-6000-326935
85,SOMD Administration,6000,351794,BARCODES INC,218 SOUTH WABASH AVENUE,,CHICAGO,IL,60604,7116,85-6000-351794
85,SOMD Administration,6000,354356,EAGLE EYE ANESTHESIA,6005-104 OIWERS AVE,,JACKSONVILLE,FL,32217,4587,85-6000-354356
85,SOMD Administration,6000,354979,NORGEN BIOTEK CORP,3430 SCHMON PARKWAY,,THOROLD,,L2P 2B7,9370,85-6000-354979
85,SOMD Administration,6000,357422,VIRATEK INC,13617 SILVER HILL ROAD,,SUMERDUCK,VA,22742,3738,85-6000-357422
85,SOMD Administration,6000,358254,CHARM SCIENCES INC,P.O. BOX 843027,,BOSTON,MA,02284-3027,5859,85-6000-358254
85,SOMD Administration,6000,363391,ALL LINES TECHNOLOGY INC,475 WILLOW CROSSING ROAD,,GREENSBURG,PA,15601,55302,85-6000-363391
85,SOMD Administration,6000,363466,GRAPHIC PRODUCTS INC,6445  SOUTHWEST FALLBROOK PLACE,,BEAVERTON,OR,970008,6606,85-6000-363466
85,SOMD Administration,6000,365709,IDERA INC,75 REMITTANCE DRIVE,SUITE 6670,CHICAGO,IL,60675-6670,2495,85-6000-365709
85,SOMD Administration,6000,380978,PROTEOME SOFTWARE INC,1340 SW BERTHA BOULEVARD SUITE 10,,PORTLAND,OR,97219,1499,85-6000-380978
85,SOMD Administration,6000,389538,LOGMEIN INC,320 SUMMER STREET,,BOSTON,MA,02210,1404,85-6000-389538
85,SOMD Administration,6000,390480,ALPHA-OMEGA SHELVING INC,800 HOPE HOLLOW ROAD,,CARNEGIE,PA,15106,4460,85-6000-390480
85,SOMD Administration,6000,423890,CLEARH2O INC,117 PREBLE ST,,PORTLAND,ME,04101,4059,85-6000-423890
85,SOMD Administration,6000,428439,CARDINAL HEALTH 200 LLC,MEDICAL PRODUCTS AND SERVICES,PO BOX 905867,CHARLOTTE,NC,28290-5867,49087,85-6000-428439
85,SOMD Administration,6000,435211,AB SCIEX LLC,24882 NETWORK PLACE,,CHICAGO,IL,60673-1248,24991,85-6000-435211
85,SOMD Administration,6000,439201,ZOHO CORPORATION,PO BOX 742760,,LOS ANGELES,CA,90074-2760,8919,85-6000-439201
85,SOMD Administration,6000,452787,NANOSTRING TECHNOLOGIES INC,DEPT CH 16877,,PALATINE,IL,60055-6877,9917,85-6000-452787
85,SOMD Administration,6000,457577,ATLASSIAN PTY LTD,32151 COLLECTIONS CENTER DR,,CHICAGO,IL,60693-0321,7518,85-6000-457577
85,SOMD Administration,6000,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,4164,85-6000-479212
85,SOMD Administration,6000,483091,"IDEXX DISTRIBUTION, INC",PO BOX 101327,,ATLANTA,GA,30392-1327,15050,85-6000-483091
85,SOMD Administration,6000,487690,"DROPBOX, INC",DEPT LA 24086,,PASADENA,CA,91185-4086,2352,85-6000-487690
85,SOMD Administration,6000,493586,MESA LABORATORIES,10 EVERGREEN DR,,BOZEMAN,MT,59715,7358,85-6000-493586
85,SOMD Administration,6000,499497,AMERICAN FLOOR MATS LLC,152 ROLLINS AVE,#102,ROCKVILLE,MD,20852,1201,85-6000-499497
85,SOMD Administration,6000,509331,LUMIPROBE CORP,"1835 E HALLANDALE BEACH BLVD, #221",,HALLANDALE BEACH,FL,33009,2183,85-6000-509331
85,SOMD Administration,6000,511904,COVETRUS NORTH AMERICA,PO BOX 734579,,CHICAGO,IL,60673-4579,84164,85-6000-511904
85,SOMD Administration,6000,513523,ZOETIS,PO BOX 419022,,BOSTON,MA,02241-9022,4593,85-6000-513523
85,SOMD Administration,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,66477,85-6000-521322
85,SOMD Administration,6000,534681,BRITZ & COMPANY,5796 BLUE GRASS TRAIL,,COOPERSBURG,PA,18036,4029,85-6000-534681
85,SOMD Administration,6000,539110,BC INDUSTRIAL SUPPLY INC,1102 COCHRAN MILL RD,,JEFFERSON HILLS,PA,15025,1128,85-6000-539110
85,SOMD Administration,6000,542647,AGENA BIOSCIENCE INC,3565 GENERAL ATOMICS CT,,SAN DIEGO,CA,92121,7420,85-6000-542647
85,SOMD Administration,6000,548895,IDEZI GROUP LLC,"1585 MALLORY LANE, SUITE 105",,BRENTWOOD,TN,37027,7160,85-6000-548895
85,SOMD Administration,6000,559483,ENVIGO RMS LLC,PO BOX 2485,,BURLINGTON,NC,27216,30501,85-6000-559483
85,SOMD Administration,6000,572123,SAGE SCIENCE INC,500 CUMMINGS CENTER SUITE 2400,,BEVERLY,MA,01915,17900,85-6000-572123
85,SOMD Administration,6000,575066,TXMQ INC,501 JOHN JAMES AUDUBON PKWY,STE 103,AMHERST,NY,14228,1506,85-6000-575066
85,SOMD Administration,6000,575201,METTLER-TOLEDO RAININ LLC,27006 NETWORK PLACE,,CHICAGO,IL,60673-1270,7384,85-6000-575201
85,SOMD Administration,6000,581885,CUSTOMER EXPRESSIONS CORP,2255 CARLING AVE SUITE 500,,OTTAWA,,K2B 7Z5,9000,85-6000-581885
85,SOMD Administration,6000,582238,10X GENOMICS INC,DEPT CH 10944,,PALATINE,IL,60055-0944,160866,85-6000-582238
85,SOMD Administration,6000,590540,CARTER2 SYSTEMS INC,PO BOX 6206,,BEAVERTON,OR,97007,4600,85-6000-590540
85,SOMD Administration,6000,592434,KURITA AMERICA INC,PO BOX 851361,,MINNEAPOLIS,MN,55485-1361,35176,85-6000-592434
85,SOMD Administration,6000,606546,MODEL APPAREL LLC,100 THIRD ST,,CHARLEROI,PA,15022,7388,85-6000-606546
85,SOMD Administration,6000,608310,TAYLOR SECURITY & LOCK,PO BOX 932439,,ATLANTA,GA,31193-2439,3397,85-6000-608310
85,SOMD Administration,6000,609660,UNCHAINED LABS,6870 KOLL CENTER PARKWAY,,PLEASANTON,CA,94566,1628,85-6000-609660
85,SOMD Administration,6000,611538,GETINGE USA SALES LLC,PO BOX 775436,,CHICAGO,IL,60677-5436,3774,85-6000-611538
85,SOMD Administration,6000,614330,PROLAB INSTRUMENTS GMBH,CHRISTOPH-MERIAN-RING 31,,REINACH,,4153,5850,85-6000-614330
85,SOMD Administration,6000,621561,ALPAQUA ENGINEERING LLC,100 CUMMINGS CENTER STE 424A,,BEVERLY,MA,01915,1080,85-6000-621561
85,SOMD Administration,6000,626942,LIGHTHOUSE LIFE SCIENCE PARTNERS LLC,21370 HEYWOOD AVE,,LAKEVILLE,MN,55044,200697,85-6000-626942
85,SOMD Administration,6000,628632,CAYUSE LLC,121 SW SALMON ST STE 900,BLDG 1 9TH FL,PORTLAND,OR,97204,8920,85-6000-628632
85,SOMD Administration,6000,633216,ION OPTICKS PTY LTD,PO BOX 15900,,MIDDLE CAMBERWELL,VICTORIA,3124,24138,85-6000-633216
85,SOMD Administration,6000,651530,COOPER APPAREL & PROMOTIONS LLC,926 1/2 S AIKEN AVE,,PITTSBURGH,PA,15232,2845,85-6000-651530
85,SOMD Administration,6000,657773,ARLO SOFTWARE LTD,7 WARD ST LEVEL 2,,LOWER HUTT,,5010,13320,85-6000-657773
85,SOMD Administration,6000,662564,ESI SOURCE SOLUTIONS LLC,50 CHESTER AVENUE,,WOBURN,MA,01801,1336,85-6000-662564
85,SOMD Administration,6000,666569,SLACK TECHNOLOGIES INC,PO BOX 207795,,DALLAS,TX,75320-7795,2000,85-6000-666569
85,SOMD Administration,6000,668163,CINCINNATI LAB SUPPLY INC,11385 SEBRING DRIVE,,CINCINNATI,OH,45240,73970,85-6000-668163
85,SOMD Administration,6000,669617,AIRGAS USA LLC,PO BOX 734445,,CHICAGO,IL,60673-4445,16156,85-6000-669617
85,SOMD Administration,6000,670635,AVANTE MEDICAL SURGICAL,2601 STANLEY GAULT PKWY,STE 101,LOUISVILLE,KY,40223,4059,85-6000-670635
85,SOMD Administration,6000,673772,ETON BIOSCIENCE INC,5820 OBERLIN DRIVE  SUITE 108,,SAN DIEGO,CA,92121,27731,85-6000-673772
85,SOMD Administration,6000,674496,PITTSCI LLC,2420 RIVER ROAD,,ELLWOOD CITY,PA,16114,5650,85-6000-674496
85,SOMD Administration,6000,675324,DIVERSIFIED LABEL IMAGES INC,131 25TH ST S,,IRONDALE,AL,35210,2234,85-6000-675324
85,SOMD Administration,6000,680876,ALLENTOWN LLC,165 ROUTE 526,,ALLENTOWN,NJ,08501,256143,85-6000-680876
85,SOMD Administration,6000,685390,CALL EXPERTS,PO BOX 31418,,CHARLESTON,SC,29417,1264,85-6000-685390
85,SOMD Administration,6000,695309,AMERICAN PROTECTIVE PRODUCTS LLC,8 CUSTOM DRIVE STE #2,,OLD SAYBROOK,CT,06475,7189,85-6000-695309
85,SOMD Administration,6000,695395,BLACK GIRL ABSOLUTE,816 HIGHVIEW ST UNIT 2,,PITTSBURGH,PA,15206,1950,85-6000-695395
85,SOMD Administration,6000,696847,LINDE INC,PO BOX 417518,,BOSTON,MA,02241-7518,47435,85-6000-696847
85,SOMD Administration,6400,102123,CARNEGIE INSTITUTE,4400 FORBES AVE,DIVISION OF EDUCATION,PITTSBURGH,PA,15213,5900,85-6400-102123
85,SOMD Administration,6400,102126,CARNEGIE MELLON UNIVERSITY,THE IMPACT MOVEMENT,4209 WASHINGTON BLVD,BALTIMORE,MD,21227,4808,85-6400-102126
85,SOMD Administration,6400,102326,C.F. REYNOLDS MEDICAL HISTORY SOCIETY,FALK LIBRARY OF THE HEALTH SCIENCES,200 SCAIFE HALL,PITTSBURGH,PA,15261,6000,85-6400-102326
85,SOMD Administration,6400,102368,CHARLES RIVER LABORATORIES INC,PO BOX 3869,,BOSTON,MA,02241,459827,85-6400-102368
85,SOMD Administration,6400,102496,CINTAS CORP,40 ABELE RD,,BRIDGEVILLE,PA,15017,8864,85-6400-102496
85,SOMD Administration,6400,107169,MAROADI TRANSFER AND STORAGE INC,1850 GILL HALL RD,RT 30,FINELYVILLE,PA,15332,8404,85-6400-107169
85,SOMD Administration,6400,112096,VECTOR SECURITY,30 INGOLD ROAD,,BURLINGAME,CA,94010,28627,85-6400-112096
85,SOMD Administration,6400,117398,OFMS INC DBA INSITE,336 Main Street,,Cambridge,MA,02142-1014,18432,85-6400-117398
85,SOMD Administration,6400,159403,ROTH ACOUSTICAL ASSOCIATES,2352 NORTON ROAD,,PITTSBURGH,PA,15241,2563,85-6400-159403
85,SOMD Administration,6400,187205,"AM-GARD, INC",PO BOX 931353,,CLEVELAND,OH,44193,827545,85-6400-187205
85,SOMD Administration,6400,218788,NEW HORIZONS COMPUTER LEARNING CENTER OF,PO BOX 863,,LAKE FOREST,IL,60045-0863,10000,85-6400-218788
85,SOMD Administration,6400,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,457452,85-6400-228900
85,SOMD Administration,6400,289762,JACK & JILL OF AMERICA INC,JACK & JILL SOUVENIR JOURNAL,PO BOX 1134,CORAOPOLIS,PA,15108,5000,85-6400-289762
85,SOMD Administration,6400,296639,MAGEE WOMENS RESEARCH INSTITUTE & FOUNDA,MAGEE HOSPITAL,SUITE 2130,PITTSBURGH,PA,15213,81603,85-6400-296639
85,SOMD Administration,6400,310846,UPMC PRESBYTERIAN/SHADYSIDE,PO BOX 30099,,COLLEGE STATION,TX,77842-3099,737924,85-6400-310846
